Rule Name,Category,Category II,Category III,Payer,State,Last Reviewed,Date Updated,Description of Billing Rule (See Conditions tab for alert message),Description,NOTES/Resources,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL40,Universal,,Payer,UHC,,3/29/23,,Review insurance settings.  Patient is 65 years old or over.  Patient may have an United Healthcare Medicare plan. ,,"This will help identify the need to follow Medicare guidelines (QW etc).  Select all occurances of UHC, United healthcare",,,,,,,,,,,,,,,,,,,,,,,,
UNVSL43,Universal,,,,,9/18/23,9/18/23,"The National Correct Coding Initiative (NCCI) does not allow reimbursement of the 99211 code when it is billed together with any of the vaccine administration codes (90460,90471,90472,90473,90474,90480,G0008,G0009,G0010,0001A,0002A,0003A,0004A,0011A,0012A,0013A,0021A,0022A,0031A,0041A,0042A,0051A,0052A,0053A,0054A,0064A,0071A,0072A,0073A).",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL47,Universal,,Payer,Medicare Advantage,,3/29/23,,Review insurance settings.  Patient is 65 years old or over.  Patient may have a Humana Medicare plan. ,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL5,Universal,,Payer,UHC Medicare Advantage,All,10/25/23,10/25/23,"All UHC claims must be submitted with a valid ordering or referring practitioner. Please add referring provider.	",https://www.uhcprovider.com/en/resource-library/news/featured-news-2021/npi-select-medicare-claims.html,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL51,Universal,,Payer ,UHC,,10/31/23,10/31/23,"Modifier SA should be reported with covered evaluation and management (E/M) services, rendered in collaboration with a physician and billed under the supervising physician’s NPI number, presuming the physician provided direct on-site supervision/direction.",,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-reimbursement/COMM-Advanced-Practice-Providers-EM-Procedures-Policy.pdf,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL52,Universal ,,Payer,Worker's Comp,,3/14/23,3/14/23,"Follow guidelines for billing electronic Workers' Comp claims with records. If unable to send electronic claim, add to print doc so claim and medical records can be faxed/mailed.",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL53,Universal,,Payer,All,,3/14/23,3/14/23,Medicare and most other payers do not recommend reporting Modifier 51 on your claim - review payer guidelines for reporting this modifier prior to submission. (Except Medi-Cal),,https://www.palmettogba.com/palmetto/providers.nsf/DocsR/JJ-Part-B~8EELF88547,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL55,Universal ,,Coding,,,3/29/23,3/29/23,Drugs may not be billable for this POS unless provided by clinic - review documentation.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL56,Universal,,Coding,,,3/29/23,3/29/23,Report J2001 for the intravenous infusion of lidocaine only.  Lidocaine is inclusive to injection codes and is not reported separately.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL59,Universal,,Coding,,,4/12/23,,G0506 is missing the primary procedure code.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL6,Universal,Workers Comp/Auto,,,,8/31/21,,Accident date or onset date is required for this payer. Choose Emloyment Related or Auto Accident = Yes.  Current type = Injury(Accident).  And add the date of injury for Date of Current.,,Need enhancements to rules,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL60,Universal,,,,,4/12/23,,96361 is an add-on code and cannot be billed without 96360.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL61,Universal ,,Coding,,,3/29/23,,Improper modifier is present - review for proper modifier usage. ,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL62,Universal ,,Coding,,,3/29/23,,Code(s) used is not appropriate for the age of the patient - review coding.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL63,Universal ,,Coding,,,3/29/23,,Gender alert is present.  Review coding versus gender of the patient.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL64,Universal ,,Coding,,,3/29/23,,Review NCD policy with medical necessity issue.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL65,Universal ,,Coding,,,3/29/23,,Review LCD policy with medical necessity issue.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL66,Universal ,,Coding,,,3/29/23,,Review coding for CCI edit.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL67,Universal ,,Coding,,,3/29/23,,Review coding for expired ICD-10.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL68,Universal ,,Coding,,,3/29/23,,Review coding for expired CPT.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL7,Universal,Workers Compensation,Payer,,,8/31/21,8/31/21,"Subscriber SSN is required when submitting Worker's Compensation claim electronically. If SSN is not available, use 999-99-9999 to bypass edit.",,enhancements needed for rule,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL70,Universal,,Payer,Zurich,,,,Claims for Zurich can be faxed to 1-874-240-8172,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL71,Universal,,Payer,Summit,,,,Summit: To submit bills via fax: 863-667-1871,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL72,Universal,,Payer,Liberty Mutual,,,,Liberty Mutual: Fax claims to 888-925-8391 Attn: Bill Review or use the portal at https://www.libertymutualprovidersupport.com,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL73,Universal,,Payer,Great American Ins,,,,Great American Insurance: Claims can be faxed to 855-277-6359.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL74,Universal,,Payer,Medicare,"SC, NC, VA, WV",4/12/23,,"For services with a bilateral indicator of 3, modifier 50 and a quantity of ""2"" should be reported. ",,https://www.palmettogba.com/palmetto/providers.nsf/DocsCatHome/JM%20Part%20B,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL75,Universal,,Payer,Medcost,,5/2/23,,Group Number required on claims.  Be sure group number is listed in the insurance settings to prevent claim rejections.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL76,Universal,,Coding,,,3/17/23,3/17/23,"A code with ""bilateral"" in the description is present.  Review use of 50 modifier.",,Need enhancement to rules to drill down CPT,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL77,Universal,,Coding,,,3/17/23,3/17/23,Codes that would not allow modifier 50 or modifiers LT and RT to be reported for the same date of service are present.  Review modifier usage.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL78,Universal,,Coding,,,3/17/23,3/17/23,"Review procedures and apply appropriate laterality modifiers (RT, LT, 50).",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL79,Universal,,,Delete,Duplicate with UNVSL14,10/12/23,,Review insurance settings.  Medicaid is the last payer.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL8,Universal,Coding,,,,7/17/23,7/17/23,Review for possible missing drug injection administration code(s).,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL81,Universal,,Payer,VA Optum,,4/12/23,,Add authorization to Triwest/VA VACCN claims prior to billing.  Claims reject for missing authorization number.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL82,Universal,,Payer,Humana,,4/12/23,,Humana may require the ordering/referring provider information. Add referring provider for Humana,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL83,Universal,,Payer,Medicare,,3/24/23,3/24/23,"G2212 should be reported instead of 99417 for Medicare patients in addition to 99205, 99215 or 99483 for each additional 15 minutes. Do NOT report G2212 for less than 15 minutes.",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL84,Universal,,Coding,ALL,ALL,3/24/23,,"Code 93000,93005,93010 is a component of code 69210 but a modifier is allowed on 93000,93005,93010",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL85,Universal,,Coding,,,4/6/21,,"Review procedures and apply appropriate finger or toe modifiers, if applicable. ",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL86,Universal,Physician billing - Professional/Technical Component,Coding,,,5/4/23,5/4/23,Review physician billing of a global code outside of an office setting.  The professional component may need to be billed with modifier 26.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL87,Universal,Custom Codes,Internal Process,,,6/8/22,,Update the encounter bill type to self-pay for custom codes billed and paid by the patient.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL88,Universal,Coding,,,,4/12/23,,Review for missing IV infusion code 9636X,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL89,H60-H95 - Chapter 8: Diseases of the ear and mastoid process,Bilateral dx,Coding,Commercial,Delete,Added to E&M49,,"Append modifier 25 to the preventive E/M visit, if supported, when immunization administration is also being billed on the same day..",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL9,Universal,Coding,,,,7/17/23,7/17/23,Injection code is present without a drug. Review chart for drug used. Add drug if clinic supplied. ,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL90,Universal,,Coding,,,3/17/23,,H65.03 should be billed instead of H65.01 and H65.02 when condition is bilateral.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL91,Universal,,Payer,UHC,,3/17/23,,UHC will not reimburse 99000 when billed with a E/M on the same day.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL92,Universal,,Coding,Commercial,Delete,Added to E&M49,,"Append modifier 25 to E/M charge, if supported, when immunization administration is also being billed on the same day..",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL93,Universal,Modifiers,Coding,,,3/17/23,,"Modifier 26 should always go before laterality modifiers (RT,LT,50).",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL94,Universal,Coding,Coding,,,3/17/23,,Bill 94640 on two lines with modifier 76 on the second charge for repeat treatment,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL95,Universal,Coding,Coding,,,3/17/23,,Most payers do not allow 2 NEW patient E/M codes. Verify if 9920X should be changed to 9921X.,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL96,Universal,,Coding,,,3/17/23,,"G0008,G0009 and G0010 are for Medicare and Medicare Advantage plans.",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL97,Universal,,Payer,UHC,,4/12/23,,"UnitedHealthcare Individual Exchange considers CPT code 36416 an integral part of an E&M service when performed on the same date of service by the same provider. When CPT code 36416 is submitted with an E&M service, only the E&M service will be considered for reimbursement. No modifier overrides will exempt CPT code 36416 from bundling into an E&M service.",,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL98,Corpus Uteri Procedures,,,,,4/12/23,,IUD insertion (58300) billed without IUD charge,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVSL99,Corpus Uteri Procedures,,,,,4/12/23,,Charge for IUD billed without charge for insertion (58300),,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN1,Vaccine,,Payer,Medicare,Delete,,,90658 should be updated to Q2035 for Medicare patients,Medicare Flu Vaccine,http://www.immunize.org/catg.d/p4072.pdf,,,,,,,,,,,,,,,,,,,,,,,,
VACCN10,Vaccine,,Coding,,,4/12/23,,Missing administration code,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN11,Vaccine,,Coding,,,4/12/23,,Use 90461 in conjunction with 90460,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN12,Vaccine,,Coding,,,4/12/23,,"Use 90472 in conjunction with 90460, 90741, 90473",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN13,Vaccine,,Coding,,,4/12/23,,"Use 90474 in conjunction with 90460, 90741, 90473",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN14,Vaccine,,Coding,,,4/12/23,,90696 is approved for children aged 4 through 6 years. Review Coding.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN15,Vaccine,,Coding,,,4/12/23,,90700 - Vaccine is approved for children under the age of 7. Review coding.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN16,Vaccine,,Coding,,,4/12/23,,90715 - Vaccine is approved for patients over the age of 7. Review coding.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN17,Vaccine,same as VACCN 27,Payer,,Delete,,,90715 (Tdap) has 3 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN18,Vaccine,,Coding,,,9/22/23,9/22/23,90644 (MenCY-Hib) has 2 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN19,Vaccine,,Coding,,,4/12/23,,90696 (DTaP-IPV) has 4 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN2,Vaccine,,Payer,Medicare,,4/12/23,4/12/23,The tetanus vaccine (Td) is only covered if directly related to the treatment of an injury or direct exposure.  Assign injury dx instead of Z23 if applicable.,Medicare Tdap Vaccine,https://med.noridianmedicare.com/web/jeb/topics/drugs-biologicals-injections/tetanus-and-diphtheria-vaccinations-billing-guidelines,,,,,,,,,,,,,,,,,,,,,,,,
VACCN20,Vaccine,,Coding,,,4/12/23,,90697  (DTaP-IPVHib-HepB) has 6 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN21,Vaccine,,Coding,,,4/12/23,,90698 (DTaP -IPV/Hib) has 5 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN22,Vaccine,,Coding,,,4/12/23,,90700 (DTaP) has 3 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN23,Vaccine,,Coding,,,4/12/23,,90702 (DT) has 2 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN24,Vaccine,,Coding,,,4/12/23,,90707 (MMR) has 3 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN25,Vaccine,,Coding,,,4/12/23,4/12/23,90710 (MMRV) has 4 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN26,Vaccine,,Coding,,,4/12/23,,90714 (Td) has 2 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN27,Vaccine,,Coding,,,4/12/23,,90715 (Tdap) has 3 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN28,Vaccine,,Coding,,,4/12/23,,90723 (DTaP-Hep B-IPV) has 5 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN29,Vaccine,,Coding,,,4/12/23,,90748 (Hep B-Hib) has 2 components. Code each component of a combination vaccine individually.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN3,Vaccine,,Coding,,,4/12/23,,"90460, 90471, 90473 should not be reported together per CPT guidelines","90460, 90471, 90473",,,,,,,,,,,,,,,,,,,,,,,,,
VACCN30,Vaccine,,Coding,,,4/12/23,,"90632 is an adult dosage. Review coding - use 90633 for a two-dose schedule for a pediatric/adolescent dosage,and 90634 for a three-dose schedule for pediatric/adolescent dosage.",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN31,Vaccine,,Payer,Medicare,,4/12/23,,90658 - Not covered by Medicare in any payment system,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN32,Vaccine,,Payer,all,Delete,,,Influenza vaccine is not listed for the 2019-2020 Influenza season.  Review coding for appropriate influenza vaccine code.,,https://www.immunize.org/catg.d/p4072.pdf,,,,,,,,,,,,,,,,,,,,,,,,
VACCN33,Vaccine,,Coding,,,9/18/23,9/18/23,Code Z23 for the administration of immunizations.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN34,Vaccine,,Coding,,,4/13/23,4/13/23,"Flu vaccine product is approved for patients aged 65 years and older, review coding.",,https://www.immunize.org/catg.d/p4072.pdf,,,,,,,,,,,,,,,,,,,,,,,,
VACCN35,Vaccine,,Coding,,,4/13/23,,"90732 reports a pneumococcal polysaccharide vaccine, 23-valent (PPSV23), adult or immunosuppressed patient dosage, for subcutaneous or intramuscular administration to patients 2 years of age or older. Review CPT versus age of patient.",,https://www.immunize.org/catg.d/p2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,
VACCN36,Vaccine,,Payer,Medicare Advantage,Delete,4/12/23,,The administration code for influenza vaccine for Medicare Advantage plans is G0008.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN38,Vaccine,,Payer,Medicare,,5/2/23,,Medicare Part B does not reimburse Shingrix vaccines - 90750,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN39,Vaccine,COVID-19,Coding,,Delete,9/19/23,9/19/23,Moderna Covid-19 100mcg/0.5mL vaccine is no longer authorized for use in the United States,,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
VACCN4,Vaccine,,Coding,,,4/12/23,,"90460, 90461 should be used only for patient's through 18 years of age.","90460, 90461",,,,,,,,,,,,,,,,,,,,,,,,,
VACCN40,Vaccine,COVID-19,Coding,,Delete,8/28/23,8/28/23,"Code the Pfizer-Biontech Covid-19 Vaccine Administration code (0001A is for the first dose, 0002A is for the second dose, 0003A is for the third dose, 0004A is for a Booster dose). Approved for individuals 12 years of age and older. Vaccine no longer approved for use in the United States.",,https://www.ama-assn.org/system/files/vaccine-long-descriptors.pdf,,,,,,,,,,,,,,,,,,,,,,,,
VACCN41,Vaccine,COVID-19,Coding,,,9/20/23,9/20/23,"AstraZeneca Covid-19 Vaccine no longer approved in the United States. To report severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2]
[coronavirus disease {COVID-19}] vaccine product immunization, see 91318, 91319, 91320, 91321, 91322",,https://www.ama-assn.org/system/files/vaccine-long-descriptors.pdf,,,,,,,,,,,,,,,,,,,,,,,,
VACCN42,Vaccine,COVID-19,Payer,,,9/25/23,9/25/23,"Vaccines are no longer being purchased by the government. Verify if office purchased vaccine. Per CMS when COVID-19 vaccine doses are provided by the government without charge, only bill for the vaccine administration. Don’t include the vaccine codes on the claim when the vaccines are free.  Review individual payer guidelines for complete guidance. ",https://www.cms.gov/medicare/covid-19/medicare-billing-covid-19-vaccine-shot-administration,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN43,Vaccine,COVID-19,Payer,Medicare,Delete,5/2/23,5/2/23,"If you are a Medicare Advantage contracted provider, submit claims for administering COVID-19 vaccines to Original Medicare.",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN44,Vaccine,COVID-19,Coding,,,5/2/23,,"Do not report 90460, 90461 in conjunction with 913XX (Covid vaccine) unless both a severe acute respiratory syndrome coronavirus 2 [SARS-CoV-2][coronavirus disease {COVID-19}] vaccine/toxoid product and at least one vaccine/toxoid product from 90476-90749 are administered at the same encounter",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN45,Vaccine,COVID-19,Coding,,,9/20/23,9/20/23,"Code the Janssen Covid-19 Vaccine Administration code (0031A for the first vaccine, 0034A for the Booster). Vaccine no longer approved for use in the United States",,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
VACCN46,Vaccine,Influenza Vaccine,Coding,,,4/13/23,,Review CPT versus age of the patient.  90672 is for patient's age 2 through 49 years.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN47,Vaccine,Influenza Vaccine,Coding,,,4/13/23,,"Review CPT versus age of the patient. Influenza vaccine (90674,90756) is for patients aged 4 years and older.        ",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN48,Vaccine,Influenza Vaccine,Coding,,,4/13/23,,Review CPT versus age of the patient.  90682 is for patients aged 18 years and older.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN49,Vaccine,Influenza Vaccine,Coding,,,4/13/23,,"Review CPT versus age of the patient.  Influenza vaccine (90685, 90687) is for patients aged 6 through 35 months.",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN5,Vaccine,,Payer,Medicare,,4/13/23,,The administration code for influenza vaccine for Medicare is G0008.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN50,Vaccine,Influenza Vaccine,Coding,,,4/13/23,,Review CPT versus age of the patient.  90688 is for patients aged 3 years and older.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN51,Vaccine,State Supplied Vaccines,Payer,,Delete,4/13/23,4/13/23,"If vaccine was state supplied at no cost to the health care professional, append modifier SL to the appropriate CPT vaccine code and bill $0.00. Code separately for vaccine administration. Do not append modifier SL to vaccine administration code. ",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN52,Vaccine,,Coding,,,4/13/23,,Review units on 90471. Report 90471 for one vaccine and 90472 for each additional vaccine (single or combination vaccine/toxoid).,Need additional conditions to make alert work properly,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN53,Vaccine,,Coding,,,4/13/23,,Review units on 90473. Report 90473 for one vaccine and 90474 for each additional vaccine (single or combination vaccine/toxoid).,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN54,Vaccine,,Coding,,,4/13/23,,"Report codes 90471-90474 for immunization administration of any vaccine that is not accompanied by face-to-face physician or other qualified health care professional counseling the patient and/or family, or for patients over 18 years of age.",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN55,Vaccine,,Coding,,,4/13/23,,"Oral vaccines are reported with 90473, 90474.",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN56,Vaccine,,Coding,,,4/13/23,4/13/23,Intranasal vaccines are reported with 90473-90474 for patients over 18 years old,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN57,Vaccine,COVID-19,Coding,,,9/18/23,9/18/23,For DOS before 9/11/2023: Code the Novavax COVID-19 vaccine admin code 0041A (for the first dose) and 0042A (for the second dose). 0044A (Booster dose - approved for patients 18 years and older).,https://www.ama-assn.org/practice-management/cpt/covid-19-cpt-coding-and-guidance,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN58,Vaccine,,,,,9/20/23,9/20/23,Vaccine no longer approved for use in the United States. See 91320 for 30 mcg Pfizer tris-sucrose vaccine.,https://www.ama-assn.org/practice-management/cpt/covid-19-cpt-coding-and-guidance,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN59,Vaccine,,,,,9/20/23,9/20/23,Vaccine no longer approved for use in the United States. See 91319 for 10 mcg Pfizer tris-sucrose vaccine.,https://www.ama-assn.org/practice-management/cpt/covid-19-cpt-coding-and-guidance,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN6,Vaccine,,Payer,Medicare,,4/13/23,,The administration code for pneumococcal vaccine for Medicare is G0009.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN60,Vaccine,,,,,9/20/23,9/20/23,Vaccine no longer approved for use in the United States. See 91322 for 50 mcg Moderna vaccine.,https://www.ama-assn.org/practice-management/cpt/covid-19-cpt-coding-and-guidance,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN61,Vaccine,,Coding,,,5/2/23,,"Influenza virus vaccine, trivalent (IIV3), split virus, 6–35 months dosage",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN62,Vaccine,,,,,9/20/23,9/20/23,Code the Adult Pfizer TRS-SUCR dose (30 mcg) using code 91305 with 0051A-0054A. Code the Adult Pfizer TRS-SUCR dose (30 mcg) using code 91305 with 0051A-0054A. Vaccine no longer approved for use in the United States,https://www.ama-assn.org/practice-management/cpt/covid-19-cpt-coding-and-guidance,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN63,Vaccine,,Coding,,,9/20/23,9/20/23,"Code the Pfizer Tris-sucrose PEDIATRIC DOSAGE (3 mcg for ages 6 months-4 years) formulation admin code (0081A,0082A,0083A). Code the Pfizer Tris-sucrose PEDIATRIC DOSAGE (3 mcg for ages 6 months-4 years) formulation admin code (0081A,0082A,0083A). Vaccine no longer approved for use in the United States",https://www.ama-assn.org/system/files/cpt-assistant-guide-coronavirus-february-2022.pdf,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN64,Vaccine,,Coding,,,9/20/23,9/20/23,Pediatric Pfizer TRS-SUCR dose (3 mcg) for ages 6 months-4 years,https://www.ama-assn.org/system/files/cpt-assistant-guide-coronavirus-february-2022.pdf,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
VACCN65,Vaccine,,Coding,,,9/20/23,9/20/23,"Code the Moderna 50 mcg/0.5 mL COVID-19 Vaccine admin vaccine admin code: 0091A,0092A,0093A (Approved for ages 6-11 years), 0094A (approved for patients 18 years and older). Vaccine no longer approved for use in the United States",,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
VACCN66,Vaccine,,Coding,,,9/20/23,9/20/23,"Code the Sanofi Pasteur Booster, 5 mcg admin (0104A)",,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN67,Vaccine,,Coding,,,9/20/23,9/20/23,Vaccine is no longer authorized for use in the United States.  See 91321 for 25 mcg Moderna vaccine.,,https://www.cms.gov/outreach-and-education/outreach/ffsprovpartprog/provider-partnership-email-archive/75730954/2023-08-17-mlnc#_Toc143093084,,,,,,,,,,,,,,,,,,,,,,,,
VACCN68,Vaccine,,Coding,,,9/20/23,9/20/23,"Code the Pfizer Bivalent 30mcg/0.3ml vaccine admin (0121A; single dose), (0124A; additional dose). For individuals 12 years and older. No longer approved for use in the United States as of 9/11/2023. Code will be deleted 11/1/2023.
",,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN69,Vaccine,,Coding,,,9/19/23,9/19/23,Code the Moderna Bivalent Covid Booster vaccine admin (0134A). No longer approved for use in the United States as of 9/11/2023. Code will be deleted 11/1/2023.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN70,Vaccine,,Coding,,,9/20/23,9/19/23,Code the Moderna Bivalent Booster vaccine admin (0144A).  No longer approved for use in the United States as of 9/11/2023. Code will be deleted 11/1/2023.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN71,Vaccine,,Coding,,,9/20/23,9/20/23,"Code the Pfizer Bivalent 10 mcg/0.2mL dose vaccine admin (0151A; single dose), (0154A; additional dose). Approved for individuals 5-11 years old. Vaccine is no longer authorized for use in the United States.  See 91319 for 10 mcg Pfizer vaccine.",,https://www.cms.gov/medicare/medicare-part-b-drug-average-sales-price/vaccine-pricing,,,,,,,,,,,,,,,,,,,,,,,,
VACCN72,Vaccine,,,,,9/20/23,9/20/23,"Code the Moderna COVID-19 Vaccine, Bivalent vaccine admin (0164A). Approved for patients 6 months - 5 years old.",https://www.ama-assn.org/system/files/cpt-assistant-guide-coronavirus-november-2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN73,Vaccine,Medicare Vaccines,Payer,Medicare,,4/13/23,4/13/23,Medicare does not cover one or more of the vaccines listed,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN7,Vaccine,,Payer,Medicare,,3/31/23,,The administration code for Hepatitis B vaccine for Medicare is G0010.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN8,Vaccine,,Coding,,,9/18/23,9/18/23,Missing vaccine administration code.,,,,,,,,,,,,,,,,,,,,,,,,,,
VACCN9,Vaccine,,Coding,,,9/18/23,9/18/23,Missing vaccine product code.,,,,,,,,,,,,,,,,,,,,,,,,,,
